id,날짜,종목명,구분,수량,단가,실현손익,메모,정산반영
4102b549,2026-09-09,메리츠금융지주,매수,1.0,125500.0,,일일매매일지,True
6caa9095,2026-09-09,씨티케이,매수,2.0,2350.0,,일일매매일지,True
09709b5b,2026-09-09,더네이쳐홀딩스,매수,1.0,6460.0,,일일매매일지,True
5553f7fa,2026-09-09,동국제강,매수,1.0,10120.0,,일일매매일지,True
21e5e4cd,2026-09-10,한국공항,매도,1.0,80600.0,1338.8,일일매매일지,True
d71f0d8b,2026-09-10,샘표,매도,1.0,55700.0,12638.6,일일매매일지,True
624e2de6,2026-09-10,금강공업,매도,7.0,4785.0,3048.01,일일매매일지,True
87eb7838,2026-09-10,와이지-원,매수,1.0,12960.0,,일일매매일지,True
ed462449,2026-09-10,파라다이스,매수,1.0,9700.0,,일일매매일지,True
3e54f0cb,2026-09-10,카카오,매수,1.0,34725.0,,일일매매일지,True
3cc74068,2026-09-10,한국가스공사,매도,1.0,36550.0,1926.9,일일매매일지,True
ac82cefb,2026-09-10,우양,매수,1.0,1620.0,,일일매매일지,True
b2df1a4c,2026-09-10,서진시스템,매도,1.0,36600.0,1176.8,일일매매일지,True
d17ba564,2026-09-10,실리콘투,매수,1.0,42800.0,,일일매매일지,True
c23f51db,2026-09-10,씨티케이,매수,1.0,2325.0,,일일매매일지,True
809a31a6,2026-09-10,인투셀,매수,2.0,16490.0,,일일매매일지,True
e63ca062,2026-09-10,엘앤씨바이오,매수,1.0,49400.0,,일일매매일지,True
2cceed06,2026-09-10,더네이쳐홀딩스,매수,1.0,6420.0,,일일매매일지,True
e2713e30,2026-09-10,마녀공장,매수,1.0,15570.0,,일일매매일지,True
ebc125ad,2026-09-10,아스테라시스,매수,1.0,5110.0,,일일매매일지,True
6a025725,2026-09-10,토모큐브,매수,1.0,27700.0,,일일매매일지,True
ad366d2e,2026-09-11,진에어,매수,6.0,5950.0,,일일매매일지,True
6b3e29c5,2026-09-10,미스토홀딩스,매수,1.0,39700.0,,일일매매일지,True
28e10955,2026-09-10,삼양패키징,매수,1.0,9800.0,,일일매매일지,True
0c96fbc7,2026-09-10,크라운해태홀딩스,매수,1.0,5620.0,,일일매매일지,True
